2020-08-28 22:30:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598668190000000000
2020-08-31 00:52:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:52:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849550000000000
2020-08-31 00:52:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849560000000000
2020-08-31 00:53:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:53:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849570000000000
2020-08-31 00:53:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:53:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849580000000000
2020-08-31 00:53:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849590000000000
2020-08-31 00:53:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849600000000000
2020-08-31 00:53:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:53:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849610000000000
2020-08-31 00:53:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849620000000000
2020-08-31 00:54:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:54:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849630000000000
2020-08-31 00:54:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849640000000000
2020-08-31 00:54:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:54:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849650000000000
2020-08-31 00:54:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849660000000000
2020-08-31 00:54:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:54:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849670000000000
2020-08-31 00:54:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849680000000000
2020-08-31 00:55:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849690000000000
2020-08-31 00:55:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:55:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849700000000000
2020-08-31 00:55:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:55:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849710000000000
2020-08-31 00:55:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:55:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849720000000000
2020-08-31 00:55:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849730000000000
2020-08-31 00:55:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849740000000000
2020-08-31 00:56:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849750000000000
2020-08-31 00:56:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:56:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849760000000000
2020-08-31 00:56:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849770000000000
2020-08-31 00:56:29 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:56:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849780000000000
2020-08-31 00:56:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:56:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849790000000000
2020-08-31 00:56:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849800000000000
2020-08-31 00:57:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:57:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849810000000000
2020-08-31 00:57:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849820000000000
2020-08-31 00:57:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849830000000000
2020-08-31 00:57:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849840000000000
2020-08-31 00:57:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:57:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:57:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849850000000000
2020-08-31 00:57:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849860000000000
2020-08-31 00:58:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849870000000000
2020-08-31 00:58:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:58:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849880000000000
2020-08-31 00:58:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849890000000000
2020-08-31 00:58:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849900000000000
2020-08-31 00:58:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:58:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:58:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849910000000000
2020-08-31 00:58:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849920000000000
2020-08-31 00:59:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:59:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849930000000000
2020-08-31 00:59:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849940000000000
2020-08-31 00:59:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849950000000000
2020-08-31 00:59:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849960000000000
2020-08-31 00:59:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 00:59:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 00:59:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849970000000000
2020-08-31 00:59:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849980000000000
2020-08-31 01:00:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598849990000000000
2020-08-31 01:00:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:00:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850000000000000
2020-08-31 01:00:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850010000000000
2020-08-31 01:00:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:00:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850020000000000
2020-08-31 01:00:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850030000000000
2020-08-31 01:00:49 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:00:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850040000000000
2020-08-31 01:01:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850050000000000
2020-08-31 01:01:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:01:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850060000000000
2020-08-31 01:01:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850070000000000
2020-08-31 01:01:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850080000000000
2020-08-31 01:01:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:01:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850090000000000
2020-08-31 01:01:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850100000000000
2020-08-31 01:01:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:02:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850110000000000
2020-08-31 01:02:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:02:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850120000000000
2020-08-31 01:02:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850130000000000
2020-08-31 01:02:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850140000000000
2020-08-31 01:02:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:02:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850150000000000
2020-08-31 01:02:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850160000000000
2020-08-31 01:03:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850170000000000
2020-08-31 01:03:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:03:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:03:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850180000000000
2020-08-31 01:03:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850190000000000
2020-08-31 01:03:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850200000000000
2020-08-31 01:03:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:03:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850210000000000
2020-08-31 01:03:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850220000000000
2020-08-31 01:04:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:04:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850230000000000
2020-08-31 01:04:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:04:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850240000000000
2020-08-31 01:04:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850250000000000
2020-08-31 01:04:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850260000000000
2020-08-31 01:04:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:04:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850270000000000
2020-08-31 01:04:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850280000000000
2020-08-31 01:05:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850290000000000
2020-08-31 01:05:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:05:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850300000000000
2020-08-31 01:05:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:05:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850310000000000
2020-08-31 01:05:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:05:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850320000000000
2020-08-31 01:05:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850330000000000
2020-08-31 01:05:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850340000000000
2020-08-31 01:06:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:06:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850350000000000
2020-08-31 01:06:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850360000000000
2020-08-31 01:06:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:06:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850370000000000
2020-08-31 01:06:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850380000000000
2020-08-31 01:06:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:06:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850390000000000
2020-08-31 01:06:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850400000000000
2020-08-31 01:07:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850410000000000
2020-08-31 01:07:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:07:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850420000000000
2020-08-31 01:07:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850430000000000
2020-08-31 01:07:29 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:07:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:07:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850440000000000
2020-08-31 01:07:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850450000000000
2020-08-31 01:07:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850460000000000
2020-08-31 01:08:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850470000000000
2020-08-31 01:08:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:08:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850480000000000
2020-08-31 01:08:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850490000000000
2020-08-31 01:08:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:08:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850500000000000
2020-08-31 01:08:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:08:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850510000000000
2020-08-31 01:08:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850520000000000
2020-08-31 01:09:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850530000000000
2020-08-31 01:09:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:09:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850540000000000
2020-08-31 01:09:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850550000000000
2020-08-31 01:09:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850560000000000
2020-08-31 01:09:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:09:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850570000000000
2020-08-31 01:09:49 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:09:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850580000000000
2020-08-31 01:10:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850590000000000
2020-08-31 01:10:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:10:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850600000000000
2020-08-31 01:10:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850610000000000
2020-08-31 01:10:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850620000000000
2020-08-31 01:10:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:10:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850630000000000
2020-08-31 01:10:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850640000000000
2020-08-31 01:10:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:11:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850650000000000
2020-08-31 01:11:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:11:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850660000000000
2020-08-31 01:11:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850670000000000
2020-08-31 01:11:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:11:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850680000000000
2020-08-31 01:11:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850690000000000
2020-08-31 01:11:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850700000000000
2020-08-31 01:12:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:12:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850710000000000
2020-08-31 01:12:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:12:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850720000000000
2020-08-31 01:12:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850730000000000
2020-08-31 01:12:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850740000000000
2020-08-31 01:12:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:12:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850750000000000
2020-08-31 01:12:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850760000000000
2020-08-31 01:13:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:13:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:13:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850770000000000
2020-08-31 01:13:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850780000000000
2020-08-31 01:13:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850790000000000
2020-08-31 01:13:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850800000000000
2020-08-31 01:13:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:13:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850810000000000
2020-08-31 01:13:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850820000000000
2020-08-31 01:14:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850830000000000
2020-08-31 01:14:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:14:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850840000000000
2020-08-31 01:14:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-31 01:14:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850850000000000
2020-08-31 01:14:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-31 01:14:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850860000000000
2020-08-31 01:14:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850870000000000
2020-08-31 01:14:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850880000000000
2020-08-31 01:15:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598850890000000000
